id,customer_id,card_type,card_number,expiry_year,expiry_month,created_date,modified_date
7275,2099,VISA,4508704307600,2007,1,2017-04-07,2019-11-27
7282,13838,VISA,4703599719171,2007,11,2019-05-09,2021-10-27
7299,10631,VISA,4186071444133697,2005,3,2018-03-03,2019-08-11
7307,6990,Mastercard,2288098357936742,2005,6,2016-10-03,2024-07-23
7354,14419,VISA,4735010208330541,2008,12,2016-08-20,2023-03-08
7356,15,JCB,213168517436364,2005,10,2018-07-10,2026-03-08
7373,11,Mastercard,2232983043975153,2008,10,2017-08-02,2019-08-14
7378,2374,Maestro,580832131123,2007,6,2018-12-14,2024-04-02
7401,7549,VISA,4601457564421391,2006,2,2018-08-27,2022-09-07
7403,1547,VISA,4271257009376569038,2008,5,2016-09-25,2026-11-21
7415,12582,Maestro,639085378094,2008,10,2018-07-07,2023-09-05
7421,2173,VISA,4822053647304,2008,11,2017-10-20,2020-07-08
7427,7391,VISA,4572932336344,2007,12,2018-01-10,2027-03-16
7437,161,Mastercard,2248069845568669,2007,7,2018-09-26,2026-04-29
7454,172,VISA,4093233150937669201,2007,7,2015-09-08,2023-09-24
7460,43,VISA,4833776352528,2006,9,2017-05-10,2026-02-02
7472,19058,VISA,4657252516890637666,2007,5,2017-06-16,2024-05-04
7489,16976,VISA,4281346222065178,2007,3,2018-08-06,2020-06-23
7494,12335,AMEX,379536897792483,2007,6,2015-08-15,2023-04-11
7501,14008,Discover,6011750841219219,2008,9,2016-04-04,2018-01-30
7513,17973,Mastercard,5524544806133792,2006,6,2017-03-14,2021-02-18
7516,6973,JCB,3583670669586520,2007,1,2018-11-15,2021-05-01
7530,1969,JCB,3528746889863358,2005,11,2014-12-23,2024-05-30
7532,13348,JCB,3569968658479949,2005,3,2019-03-29,2026-11-12
7535,5705,Maestro,675964438286,2008,1,2017-07-30,2024-01-07
7580,15577,VISA,4236742569434645,2008,2,2017-07-02,2022-02-06
7605,14374,Mastercard,2256704032207577,2008,9,2015-08-11,2017-11-07
7615,511,JCB,3586478385093046,2006,7,2019-04-21,2022-11-14
7617,1693,VISA,4064819738225703,2008,2,2017-11-20,2019-06-15
7630,2208,JCB,3565208120992953,2005,2,2017-04-17,2024-09-19
7649,19041,VISA,4421628209918670012,2008,4,2016-12-01,2026-01-11
7660,18344,Discover,6533494439752302,2006,6,2017-05-25,2023-07-31
7663,10874,VISA,4878999907516821,2008,5,2019-01-02,2023-05-17
7680,246,VISA,4587118597133065538,2007,12,2016-06-08,2020-03-02
7701,6138,VISA,4743131195435326203,2007,11,2018-08-22,2024-03-21
7702,14897,Mastercard,2246712457144731,2007,12,2016-04-16,2020-10-21
7715,6946,VISA,4549427999900402744,2007,8,2017-08-25,2020-07-31
7719,44,VISA,4099746923337861,2005,1,2017-06-13,2026-05-19
7723,8742,VISA,4906370649480402874,2008,10,2018-06-03,2021-12-18
7751,3645,Mastercard,2707775237612097,2008,6,2018-10-12,2027-03-28
7765,10324,Discover,6011031800153479,2008,8,2019-03-07,2026-11-10
7777,228,JCB,3511291912463461,2005,5,2017-06-22,2025-12-17
7785,483,Discover,6562071168748208,2005,6,2019-02-02,2026-09-02
7786,749,VISA,4228119810968913,2008,8,2017-09-27,2019-08-10
7791,16796,JCB,180021569790437,2007,4,2017-01-25,2020-04-24
7794,1309,JCB,3532642536094139,2008,1,2017-07-26,2021-07-09
7802,20229,Maestro,501842838101,2005,1,2017-04-12,2024-03-04
7804,1239,VISA,4299268720322903,2005,12,2019-02-12,2024-09-22
7813,7194,AMEX,377075506594354,2005,4,2018-07-17,2024-05-12
7816,7259,VISA,4538488022917140,2007,9,2017-10-27,2027-05-15
7817,88,VISA,4187018549293693,2008,12,2019-02-03,2025-01-01
7822,13917,JCB,3570842254283459,2006,12,2019-01-23,2021-11-01
7832,202,Maestro,502060021800,2008,9,2017-01-15,2024-09-05
7833,5998,AMEX,376748258541077,2005,5,2017-01-09,2025-08-11
7839,339,JCB,3544151820098117,2007,3,2016-12-03,2023-07-25
7864,5454,Maestro,501817047357,2008,8,2016-07-15,2025-11-20
7866,20501,JCB,3564572704143049,2008,6,2017-11-02,2025-12-08
7868,223,Diners,38899682616066,2005,2,2015-12-17,2025-11-20
7878,16690,JCB,180009087968858,2007,7,2019-02-16,2027-10-21
7882,19,VISA,4088385757101847,2005,4,2017-02-15,2022-01-19
7913,250,AMEX,377238061678976,2005,12,2018-02-13,2022-07-19
7914,2282,VISA,4579541777958,2008,11,2015-04-17,2025-02-19
7928,11901,Maestro,580603419392,2008,3,2016-12-29,2020-06-11
7938,19500,JCB,213158734704165,2005,9,2016-06-20,2017-10-11
7946,255,JCB,180024469738324,2008,9,2018-09-21,2024-12-01
7947,118,Maestro,675950047117,2008,2,2017-11-23,2019-02-27
7974,2355,VISA,4587146210621896,2005,2,2017-09-28,2026-09-14
7984,4679,JCB,180066995726547,2005,11,2015-10-13,2019-09-26
7988,9795,AMEX,373323794818323,2008,12,2017-07-20,2022-10-07
7993,2000,Diners,30369731297324,2007,4,2018-05-08,2025-09-11
8009,218,VISA,4352605592196,2008,10,2017-04-02,2025-02-22
8018,2351,Diners,30411016523782,2006,8,2018-08-01,2020-12-21
8019,27,VISA,4830887099550,2005,7,2019-06-24,2027-09-02
8037,14618,VISA,4277452289602170,2006,3,2018-01-29,2025-02-03
8049,5074,JCB,213164901915600,2007,5,2013-12-10,2019-10-28
8057,2277,JCB,180031920261192,2007,7,2019-07-04,2026-07-31
8067,753,JCB,180093311804436,2007,9,2019-03-25,2020-11-07
8068,1363,JCB,213197979241681,2008,3,2018-08-15,2021-11-21
8075,5526,Maestro,639005734863,2006,8,2018-01-17,2023-11-08
8076,109,VISA,4891297771918061645,2008,12,2017-08-03,2025-01-17
8081,234,VISA,4932178478095,2006,3,2017-02-13,2025-08-19
8086,19750,JCB,3543095926282581,2006,10,2017-07-29,2026-09-25
8088,14267,VISA,4148389421614,2005,3,2017-11-30,2026-06-17
8094,15735,Mastercard,2238392020219466,2008,10,2015-07-29,2018-08-23
8095,19104,Mastercard,2474411755755388,2005,9,2015-05-05,2025-06-19
8106,18066,VISA,4302270885870,2008,3,2017-03-14,2019-05-06
8108,274,VISA,4904260027324138749,2007,9,2017-03-18,2020-04-17
8110,5231,JCB,3535592448877765,2007,6,2018-01-15,2026-06-11
8148,12557,JCB,3516544813918313,2008,9,2017-08-11,2022-09-18
8149,7126,JCB,213151971230010,2008,10,2017-02-08,2023-04-05
8150,8348,JCB,180091416401256,2008,1,2018-12-20,2022-06-15
8152,1627,VISA,4021265476316075245,2007,10,2018-03-31,2025-01-29
8157,1881,Diners,36922818913652,2005,9,2016-08-28,2023-06-03
8172,6132,VISA,4115616984201,2008,2,2019-08-12,2026-04-27
8173,7910,Discover,6011203865655041,2008,8,2016-04-25,2023-03-12
8174,122,Diners,30074961075032,2008,4,2018-09-16,2022-12-02
8179,1343,AMEX,370594541272435,2007,3,2017-11-20,2022-01-10
8192,19827,Discover,6011167700797252,2006,9,2017-12-26,2023-07-17
8202,8962,Mastercard,2588538730523144,2005,5,2016-01-12,2019-02-26
8204,2889,VISA,4207575246337269,2005,2,2017-02-18,2025-02-20
8226,8984,Discover,6534801461736210,2007,7,2017-05-14,2020-01-23
8230,2177,Discover,6515562156876090,2006,2,2017-12-22,2025-01-02
8231,201,JCB,213117097849397,2005,3,2018-04-17,2026-06-17
8234,20405,VISA,4053199230140,2006,10,2016-10-01,2024-04-11
8241,8184,JCB,3584246515736814,2005,1,2015-11-11,2024-06-17
8246,979,Mastercard,2224066533144322,2005,12,2017-11-27,2019-08-29
8249,12754,Maestro,501833780494,2008,11,2016-11-21,2024-09-10
8256,9463,Mastercard,2256634242925157,2007,4,2017-09-05,2023-09-04
8298,19201,JCB,3533943945034487,2007,3,2017-02-23,2024-08-03
8301,19646,VISA,4065509740171143056,2006,10,2019-03-25,2026-10-05
8303,4098,Diners,38040109036535,2005,1,2018-11-03,2020-10-03
8322,1405,JCB,3583465527809218,2005,3,2016-08-25,2023-05-28
8335,1043,Mastercard,2227379363497455,2007,6,2018-02-16,2023-11-30
8336,8440,VISA,4179486281382489,2007,4,2016-08-20,2022-07-16
8347,102,JCB,3522749766949791,2007,8,2017-08-12,2026-02-07
8356,2116,JCB,3550791290897976,2008,12,2018-07-11,2024-10-26
8357,2206,VISA,4991440707392,2007,6,2018-06-29,2024-11-08
8359,1493,JCB,213139191007466,2008,12,2018-04-26,2025-12-03
8367,3888,Diners,30519519613478,2006,8,2018-05-02,2021-12-05
8377,19956,VISA,4779844581109457170,2006,3,2017-06-23,2024-07-08
8388,2225,Maestro,503860916249,2006,12,2017-07-07,2021-07-21
8390,7262,Diners,30199593202082,2008,6,2017-05-08,2020-12-27
8400,1,JCB,3560598193062642,2006,5,2015-05-19,2020-02-12
8409,2104,VISA,4524605986322399621,2006,1,2015-07-26,2020-10-26
8421,17810,JCB,3542854286076046,2006,11,2019-08-29,2022-11-30
8427,2255,VISA,4049308215329,2007,5,2016-08-03,2025-09-01
8435,262,VISA,4915990680824,2007,3,2016-10-03,2023-05-11
8447,18753,JCB,3521444101807927,2006,12,2017-05-31,2023-02-11
8453,174,VISA,4634175806173536,2005,10,2016-03-25,2019-07-27
8463,13947,VISA,4394558847460758,2005,10,2018-10-08,2027-07-09
8481,68,VISA,4300449264720,2007,11,2018-04-20,2020-05-29
8491,8798,Diners,38305754983640,2007,5,2016-09-18,2020-12-11
8502,6229,VISA,4288219086011,2006,7,2017-05-19,2026-01-05
8503,17870,Maestro,561709398045,2008,1,2016-10-01,2024-10-30
8516,2052,Mastercard,2580638562921438,2006,12,2019-06-06,2021-01-19
8562,129,VISA,4349197590216,2006,4,2018-02-11,2026-01-24
8567,259,Mastercard,2524016024024456,2008,3,2019-05-11,2025-12-17
8569,969,Discover,6011365875839038,2006,1,2017-08-21,2019-12-21
8578,11965,VISA,4507678504168,2008,4,2017-03-18,2023-08-06
8581,176,Discover,6562221946889192,2008,1,2017-12-22,2018-12-23
8590,5892,Discover,6527232082097270,2006,12,2018-09-11,2026-09-26
8595,20286,JCB,3528821866624865,2008,5,2018-10-06,2023-03-19
8597,6416,Diners,30344441975832,2005,10,2018-01-20,2021-09-22
8606,11892,VISA,4544165191266,2008,11,2017-12-05,2025-02-25
8614,1883,JCB,3542414445700711,2006,7,2019-07-28,2026-08-29
8622,16362,VISA,4173824854369,2007,3,2017-04-19,2025-04-22
8625,9770,Mastercard,2708501931689150,2006,3,2016-07-04,2023-11-26
8629,15176,VISA,4223704063249932,2006,10,2017-10-17,2022-06-04
8654,238,JCB,3526043967224972,2008,11,2018-07-28,2022-01-04
8665,7961,Maestro,675983806380,2008,9,2012-08-11,2022-09-16
8670,18433,JCB,213171754682153,2008,9,2016-02-13,2023-11-08
8687,17946,Discover,6566233433352044,2008,10,2016-06-21,2021-07-06
8693,5021,VISA,4970860808921220,2008,5,2017-07-02,2024-03-31
8702,779,VISA,4221419421971281,2007,10,2017-08-06,2026-04-14
8703,11243,Maestro,587652201456,2007,12,2015-08-15,2020-02-23
8705,126,VISA,4314071724220227,2007,5,2017-09-16,2026-02-08
8711,6817,JCB,3530906385296091,2006,2,2016-04-12,2025-02-15
8716,12392,VISA,4173967596596026,2006,12,2018-04-24,2027-08-04
8731,18565,Mastercard,5186841576195830,2006,6,2018-03-11,2026-06-01
8737,14849,Diners,36589843536780,2008,12,2018-12-16,2023-12-01
8742,2292,AMEX,344986480910574,2008,8,2018-09-30,2026-11-28
8755,4158,JCB,180001842075863,2007,10,2017-07-18,2025-10-18
8759,15126,VISA,4596098216624193,2005,8,2017-06-14,2021-01-24
8762,2187,Discover,6511999100439936,2007,12,2017-12-03,2026-12-29
8779,18643,Maestro,676381855896,2008,9,2015-09-10,2025-08-02
8782,57,VISA,4106805577806692757,2008,12,2017-08-08,2025-08-02
8789,32,Maestro,502058053179,2008,2,2019-05-26,2021-12-23
8792,16400,VISA,4349285269184197,2005,2,2017-02-22,2021-08-12
8800,2218,AMEX,374976527502297,2008,6,2016-07-07,2022-01-08
8804,157,VISA,4967554675322506,2006,1,2015-08-14,2018-12-25
8809,453,JCB,180080479479135,2008,5,2018-11-08,2027-03-06
8813,16460,JCB,213153505178525,2006,9,2018-06-01,2020-07-26
8815,1827,VISA,4231417923437,2005,12,2016-05-21,2023-09-25
8817,693,JCB,3543339164185738,2006,3,2016-01-16,2022-03-24
8825,17299,VISA,4298918554490,2007,8,2018-07-20,2020-10-14
8826,18809,VISA,4369440420903523,2007,9,2018-06-20,2019-09-11
8829,169,VISA,4895210113899,2006,8,2018-10-09,2025-10-23
8834,1477,VISA,4945384810819836560,2006,3,2018-01-02,2027-11-21
8843,5743,Diners,30420187148857,2008,4,2018-05-07,2026-10-22
8849,4,Mastercard,2241097643665293,2008,12,2016-12-11,2018-09-28
8853,8540,JCB,213104185069740,2007,7,2017-07-15,2021-11-05
8854,8378,JCB,213107969156112,2006,2,2017-04-29,2024-06-01
8858,763,VISA,4406759839280,2007,2,2017-09-15,2027-03-02
8883,647,JCB,3532520901449130,2006,1,2017-01-03,2023-10-30
8886,4926,AMEX,342945191990566,2005,12,2013-09-16,2015-06-07
8894,12444,Diners,30128734501565,2008,7,2018-11-14,2020-11-02
8901,15636,Mastercard,2248984001619249,2008,10,2018-06-25,2027-02-01
8905,227,JCB,180062042352692,2008,11,2018-09-19,2020-06-30
8913,20690,VISA,4364016968888980,2008,11,2019-01-09,2021-09-04
8926,4476,VISA,4757013199568,2006,1,2015-04-06,2022-11-16
8932,2078,VISA,4574330660909150,2007,12,2017-06-25,2022-11-29
8941,123,Maestro,676174320546,2006,7,2015-11-14,2026-03-22
8949,67,JCB,3547764617947424,2008,4,2018-08-29,2020-09-13
8960,2338,VISA,4932305589640,2005,12,2017-01-26,2023-04-23
8968,3189,JCB,3519154683283363,2007,8,2018-07-08,2022-07-19
8984,2088,VISA,4705501688253,2006,1,2017-08-06,2023-05-22
8990,39,Maestro,502091117650,2005,3,2018-05-31,2024-01-19
9010,12468,Maestro,675998921968,2006,4,2015-05-27,2020-06-19
9011,124,Diners,30477241590979,2005,3,2016-09-23,2022-11-24
9033,13154,VISA,4904196299610878,2008,12,2018-07-18,2025-06-23
9038,5745,JCB,3514321299864739,2008,2,2016-04-04,2017-02-21
9042,20613,Mastercard,2239300739731209,2005,2,2014-06-10,2021-10-12
9052,4993,Diners,38146170004227,2007,11,2017-07-23,2019-03-03
9058,16357,Discover,6011469262825442,2006,3,2016-01-26,2024-11-17
9067,19914,JCB,3517171934618579,2008,2,2013-11-11,2023-05-15
9076,2329,Mastercard,2689314207937441,2006,7,2018-03-20,2020-12-03
9077,3178,Mastercard,2611385691409785,2005,12,2017-01-04,2026-10-15
9086,2299,Discover,6011681874959761,2008,5,2015-08-22,2025-06-24
9089,16209,AMEX,379223130202469,2006,4,2015-10-17,2020-06-29
9090,2030,AMEX,345014581405052,2007,12,2018-02-04,2022-10-16
9091,10263,VISA,4846077110135978127,2005,12,2018-09-24,2019-11-04
9092,7876,VISA,4755245653877690400,2007,12,2017-08-14,2020-06-04
9093,4094,Diners,30562254254785,2006,1,2018-05-07,2022-06-13
9096,198,VISA,4348180800905,2007,12,2017-05-01,2019-12-03
9108,13803,Mastercard,5444301099101656,2005,1,2017-12-07,2025-09-03
9120,5353,Diners,30358783505866,2006,7,2016-10-03,2027-05-15
9136,1847,AMEX,377897252905686,2005,12,2016-04-26,2020-05-21
9166,20439,Diners,30472507140262,2008,2,2018-10-13,2023-07-18
9167,115,Discover,6011311967349403,2006,11,2019-01-30,2027-01-21
9170,8996,Maestro,676377816837,2005,3,2016-01-17,2019-05-03
9179,38,Diners,30081902025109,2008,8,2016-09-07,2023-10-14
9202,3337,VISA,4076935316054392,2008,1,2015-12-16,2018-01-10
9206,20242,Maestro,503841963252,2006,8,2009-08-24,2018-12-21
9217,2336,JCB,3522743494154303,2006,11,2018-03-04,2026-02-02
9231,113,VISA,4296343259952256,2005,4,2012-02-24,2018-10-22
9236,9640,AMEX,340608449720407,2006,1,2018-04-22,2026-04-20
9244,1933,Diners,30104952990061,2005,1,2018-09-10,2020-09-08
9255,15740,Maestro,503825282182,2007,8,2018-01-10,2020-05-30
9264,11743,JCB,213192326090048,2006,4,2017-04-24,2028-02-12
9273,5980,VISA,4062508231350512,2006,6,2018-05-22,2024-03-28
9276,5050,JCB,3525768373332149,2006,7,2018-12-22,2022-03-15
9278,170,Discover,6521315949233653,2008,3,2018-07-15,2026-04-29
9282,4592,Diners,38583759781991,2006,3,2019-05-22,2020-09-02
9284,199,Maestro,639051670383,2007,5,2017-05-22,2026-08-08
9286,14486,AMEX,379460554230135,2008,12,2018-01-21,2020-03-03
9289,152,JCB,3522463103439249,2006,4,2017-06-26,2021-11-16
9302,17142,AMEX,374000856641038,2008,4,2018-02-12,2020-07-04
9317,7958,Discover,6511623521288496,2007,2,2017-04-05,2026-03-06
9328,831,Mastercard,2714428109363743,2007,12,2018-07-12,2025-12-10
9335,64,JCB,3588371792649047,2008,7,2018-06-02,2026-03-03
9338,7852,JCB,3546709963789285,2007,7,2016-12-18,2020-04-21
9342,217,JCB,3512301516327480,2006,5,2018-03-14,2027-01-13
9348,6276,VISA,4945760673975123,2006,11,2019-02-14,2025-11-19
9379,1895,JCB,3515742081490327,2008,12,2017-01-25,2020-10-14
9385,2778,VISA,4829310344175509939,2008,2,2016-08-01,2024-05-31
9401,6002,Maestro,676385835902,2008,5,2019-08-06,2027-03-25
9447,28,JCB,180099842965141,2006,12,2018-03-01,2022-06-25
9449,15761,JCB,213100812598317,2006,6,2018-03-24,2027-07-31
9454,519,AMEX,379871571348579,2008,12,2019-01-10,2025-04-02
9456,13961,VISA,4554329589791965146,2007,6,2018-03-06,2024-02-26
9461,192,Diners,30578783085144,2006,6,2018-12-07,2019-08-27
9469,13232,Diners,30556768505864,2005,2,2014-01-17,2022-01-09
9481,18200,JCB,3546242381232662,2005,10,2012-12-07,2015-10-27
9490,7311,VISA,4849303862391,2008,11,2018-07-19,2022-09-13
9497,2526,VISA,4704476537860310738,2005,8,2015-10-30,2019-07-01
9501,10,AMEX,375287961101508,2005,10,2016-10-25,2022-06-06
9502,5792,Discover,6011590342173519,2006,2,2018-02-14,2027-07-24
9514,19233,JCB,213146046811620,2007,2,2019-05-23,2023-07-04
9527,713,Mastercard,5548221441185287,2007,9,2019-07-13,2020-03-23
9543,2197,Mastercard,2469217576247480,2006,6,2016-11-14,2021-09-06
9554,4748,JCB,3500283931107719,2006,5,2016-05-27,2025-06-23
9555,15519,Mastercard,2257848137676704,2006,6,2016-10-23,2021-04-26
9557,20739,JCB,3581684398407397,2008,3,2018-11-08,2021-02-18
9566,146,JCB,180024057030365,2006,5,2017-06-18,2024-07-25
9567,6719,AMEX,379160997840215,2008,11,2016-05-04,2026-01-07
9582,6819,AMEX,346851349190958,2007,7,2018-12-31,2024-04-13
9586,2294,Discover,6576878063547145,2007,2,2015-07-14,2024-12-04
9616,10187,JCB,3527520168345010,2007,2,2018-01-25,2024-10-24
9653,4438,Discover,6531240175585030,2005,5,2018-10-11,2024-02-12
9656,156,Maestro,675914951016,2008,8,2016-07-05,2019-12-14
9660,1213,JCB,3590371624785726,2006,1,2017-06-02,2022-07-15
9676,15874,Diners,30434973824282,2006,11,2019-03-03,2019-12-19
9679,19227,VISA,4295846917682,2008,6,2016-04-05,2019-07-30
9687,12406,VISA,4017961543032326,2005,5,2018-10-13,2025-08-14
9697,2161,VISA,4687192444611997,2008,4,2017-04-20,2022-09-02
9700,8905,Discover,6588162383362188,2005,1,2019-03-09,2026-04-09
9701,5304,Discover,6520799208566690,2005,11,2016-08-06,2024-05-02
9705,319,JCB,180085280521256,2008,2,2016-11-02,2023-12-09
9709,19123,JCB,180066532678284,2005,10,2019-06-19,2020-12-26
9727,12371,AMEX,345853644946416,2008,3,2019-05-21,2025-09-11
9737,1501,Diners,30211627409722,2008,5,2017-08-08,2021-06-04
9767,10390,VISA,4613275854585469,2005,9,2018-02-27,2019-08-06
9771,2157,JCB,213179553394359,2008,2,2015-08-04,2021-03-23
9789,15498,Discover,6599067577226833,2006,5,2018-03-09,2023-11-17
9792,11431,Diners,30028966324696,2008,3,2017-06-16,2019-10-01
9800,2095,VISA,4696438505431,2008,6,2019-07-13,2022-09-21
9801,19176,Mastercard,5562833907240454,2006,12,2019-03-14,2025-07-09
9822,8446,AMEX,348773098263885,2006,7,2018-08-18,2027-06-01
9833,2181,Maestro,576685637596,2005,5,2016-07-20,2017-09-30
9844,12394,VISA,4480462296020525,2007,11,2016-07-27,2021-10-04
9854,8995,VISA,4931654577371620244,2007,4,2019-06-12,2026-04-10
9872,89,Mastercard,2244528443104122,2008,9,2016-11-04,2021-01-10
9910,16,AMEX,344199610486891,2008,11,2016-05-07,2023-07-11
9914,16267,Diners,30201088740111,2005,5,2017-12-12,2026-11-27
9923,2221,AMEX,341960132319248,2006,12,2019-10-23,2027-04-17
9927,5295,JCB,3550497492148727,2005,5,2017-04-08,2021-10-15
9947,1179,JCB,3576862826329964,2005,2,2017-01-24,2018-10-06
9971,13,Mastercard,5244496002350150,2008,10,2018-10-24,2024-05-16
9973,1017,AMEX,341811333039954,2006,11,2014-06-20,2021-09-16
9974,13907,VISA,4474135781253,2007,6,2017-11-05,2020-04-18
9978,9098,Discover,6557627705042319,2005,4,2016-06-22,2019-11-18
9986,190,VISA,4129403412277000,2008,1,2015-03-16,2025-03-07
10004,1979,AMEX,348859355484056,2006,11,2015-09-16,2025-12-09
10013,2245,VISA,4132035681247358,2008,1,2018-10-09,2024-07-10
10014,34,Discover,6548060564077790,2005,12,2014-08-04,2016-11-06
10023,9740,JCB,213188850060134,2006,7,2018-01-23,2020-06-09
10027,138,VISA,4237016560323399,2008,4,2019-04-19,2026-01-24
10033,1601,VISA,4523736969574036,2006,3,2018-01-09,2020-04-09
10038,4995,VISA,4887716871324108534,2006,6,2016-03-24,2019-01-20
10045,3279,VISA,4209323756097314,2005,4,2016-12-27,2021-02-19
10050,8533,Discover,6011370635517361,2005,7,2016-02-12,2020-04-17
10054,266,VISA,4539056182332100,2007,12,2017-06-09,2025-11-05
10057,2368,JCB,3584794625527151,2008,11,2016-09-19,2019-02-28
10093,8246,VISA,4350983753137623211,2005,7,2015-12-23,2020-02-11
10113,8616,Maestro,503800276878,2007,2,2015-10-21,2025-10-20
10123,583,JCB,3557946911755218,2008,8,2013-12-05,2021-03-06
10131,9666,Mastercard,5262651540327949,2005,9,2019-02-26,2024-08-31
10133,2237,Diners,30047832938166,2006,10,2017-11-19,2023-08-07
10135,2120,Diners,30580528302818,2005,1,2015-09-29,2022-07-16
10143,2256,VISA,4374618319660152987,2005,11,2018-05-30,2024-12-18
10152,13513,JCB,180045469029430,2005,10,2017-06-08,2027-03-02
10171,46,Maestro,567631793740,2008,8,2016-11-25,2021-09-05
10178,7065,Diners,36774733674608,2007,9,2017-01-19,2020-07-05
10188,183,JCB,3543055926262983,2005,10,2017-08-29,2027-02-27
10200,9755,VISA,4867974625593884,2006,7,2017-07-09,2026-09-05
10209,10232,VISA,4238087248289384,2006,3,2015-09-11,2024-07-14
10217,16123,Discover,6011346455579103,2006,10,2017-11-21,2025-11-28
10218,2150,VISA,4191279378710660,2005,1,2016-11-13,2024-10-19
10225,17520,AMEX,379999757382086,2005,6,2016-03-08,2021-09-21
10232,11756,AMEX,379900069354672,2008,5,2016-12-03,2021-04-24
10247,16472,Maestro,676389260073,2005,1,2018-06-09,2022-05-27
10273,4072,AMEX,347927156256360,2005,5,2018-11-27,2027-04-10
10276,881,AMEX,376218108698436,2006,3,2017-06-09,2027-01-09
10285,9341,VISA,4983749314697831992,2005,5,2017-12-24,2023-12-07
10293,4940,Diners,38688985492782,2007,5,2017-01-12,2022-06-13
10294,12334,VISA,4448432945492863,2008,1,2017-03-31,2021-12-21
10301,6286,Mastercard,2254133332211455,2006,1,2014-06-06,2021-01-16
10324,135,Mastercard,2295959150649264,2005,5,2012-06-23,2018-04-01
10329,2472,JCB,3529412914384691,2007,6,2019-02-14,2022-02-22
10336,11092,Mastercard,2234463706629452,2005,11,2017-02-03,2020-07-06
10356,276,Maestro,676285973951,2008,1,2015-09-24,2022-01-19
10368,16502,JCB,3595508219076954,2007,7,2016-11-03,2020-07-11
10376,16663,AMEX,379758206959930,2006,4,2018-05-14,2024-12-02
10386,2164,JCB,213147994256339,2006,3,2016-09-03,2024-01-22
10411,845,JCB,3509208027261238,2005,10,2017-07-25,2023-11-04
10414,2135,VISA,4895313345483314,2005,8,2017-07-06,2020-02-29
10420,4793,VISA,4913285707311,2007,8,2017-08-19,2023-03-08
10425,19995,VISA,4796748848974,2008,7,2017-05-03,2022-01-10
10438,21,VISA,4842029313988780818,2007,12,2019-10-18,2022-11-29
10441,1191,Maestro,676180159516,2005,11,2018-08-17,2025-05-16
10452,18764,Mastercard,2720785830195369,2006,4,2019-04-23,2027-07-24
10453,2247,Discover,6574304547883388,2005,5,2016-08-10,2022-02-19
10466,20510,Maestro,676252411001,2005,1,2018-01-21,2018-09-13
10467,12708,VISA,4501038803380332,2006,8,2017-03-10,2025-04-13
10490,9531,VISA,4311912309819,2006,12,2017-06-16,2023-08-08
10496,2219,VISA,4604660283490228630,2005,9,2017-02-06,2026-09-07
10502,10765,VISA,4465729411976,2008,7,2018-02-09,2026-02-26
10506,11372,VISA,4736767105976820238,2008,6,2017-12-08,2027-05-06
10507,1967,JCB,3584627139356669,2008,4,2015-09-25,2019-03-05
10512,240,Diners,30217591220391,2007,4,2019-07-24,2020-03-08
10523,4446,Maestro,630493090595,2007,4,2018-05-26,2027-10-14
10538,36,VISA,4536069484591896,2005,1,2017-10-05,2022-07-11
10553,188,JCB,3514476268807323,2005,6,2016-05-09,2022-12-30
10567,16401,Diners,36450003965956,2005,6,2018-03-08,2024-09-30
10582,20196,VISA,4539112250090,2008,1,2019-02-08,2025-02-03
10598,8263,VISA,4248433429528778,2005,4,2019-01-01,2026-03-21
10605,641,JCB,3560834964540080,2006,12,2016-03-03,2019-11-23
10621,5063,JCB,3582120788727945,2005,9,2018-05-15,2021-02-12
10626,6235,Maestro,501880964959,2008,2,2018-04-08,2020-11-26
10632,12446,Discover,6588388501466748,2008,8,2018-09-17,2024-06-20
10635,3789,VISA,4000951966872893,2005,11,2017-04-06,2021-04-29
10639,5863,Diners,36775696047492,2006,5,2015-11-24,2018-12-03
10640,1603,JCB,180046475905621,2006,5,2019-06-23,2020-02-19
10642,3272,VISA,4021574253900491450,2008,11,2016-05-09,2021-06-05
10651,11342,VISA,4650977518402198996,2006,12,2017-04-23,2024-07-19
10656,6784,JCB,3505723851645854,2006,1,2016-07-09,2018-11-04
10660,17974,Diners,30434481834187,2006,4,2016-06-13,2022-04-17
10664,1349,Discover,6011003131974808,2007,4,2016-12-03,2024-10-10
10671,723,VISA,4158252697427077,2006,2,2018-11-27,2019-07-04
10677,2260,VISA,4073457450670654,2007,3,2017-04-25,2022-08-10
10681,8352,VISA,4919080570085054,2006,5,2018-12-17,2026-05-06
10701,2835,Mastercard,5235891045493226,2008,9,2016-04-12,2019-11-22
10704,1863,Diners,36857803542753,2008,8,2017-06-28,2021-05-06
10707,45,VISA,4373421250970414,2006,7,2018-03-08,2026-08-20
10716,1539,VISA,4769020604427222832,2005,10,2016-03-18,2026-03-06
10773,375,VISA,4752780950767912,2008,10,2017-02-09,2020-06-01
10782,10865,VISA,4250610410155555,2006,5,2016-01-24,2025-06-18
10797,3808,Discover,6011193703463544,2007,5,2019-03-01,2024-03-16
10798,15949,VISA,4973994073916471542,2005,10,2018-09-04,2020-05-05
10799,20104,Discover,6544541806035922,2005,5,2016-11-12,2026-04-21
10817,3462,Mastercard,5541096908438743,2008,1,2017-03-25,2021-09-02
